Provider Type Code,Provider Type Description,Provider Specialty Code,Provider Specialty Description,nucc_code,Taxonomy Description,match_confidence
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P1006X,"RESPIRATORY THERAPIST, REGISTERED - PULMONARY FUNCTION TECHNOLOGIST",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P3800X,"RESPIRATORY THERAPIST, REGISTERED - PALLIATIVE/HOSPICE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P3900X,"RESPIRATORY THERAPIST, REGISTERED - NEONATAL/PEDIATRICS",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P4000X,"RESPIRATORY THERAPIST, REGISTERED - PATIENT TRANSPORT",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279S1500X,"RESPIRATORY THERAPIST, REGISTERED - SNF/SUBACUTE CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""983""","THERAPIST (PT, OT, ST, RT) - GROUP",261Q00000X,CLINIC/CENTER,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""813""",OCCUPATIONAL THERAPY ASSISTANT,224Z00000X,OCCUPATIONAL THERAPY ASSISTANT,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""814""",PHYSICAL THERAPY ASSISTANT,225200000X,PHYSICAL THERAPY ASSISTANT,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""815""",SPEECH-LANGUAGE PATHOLOGY ASSISTANT,2355S0801X,SPECIALIST/TECHNOLOGIST - SPEECH-LANGUAGE ASSISTANT,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""816""",SCHOOL COUNSELOR,101YS0200X,COUNSELOR - SCHOOL,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""817""",LICENSED PRACTICAL NURSE,164X00000X,LICENSED VOCATIONAL NURSE,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""819""",SCHOOL PSYCHOLOGIST,103TS0200X,PSYCHOLOGIST - SCHOOL,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""820""",SOCIAL WORKER,1041S0200X,SOCIAL WORKER - SCHOOL,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""821""",MARRIAGE AND FAMILY THERAPIST,106H00000X,MARRIAGE & FAMILY THERAPIST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""822""",MENTAL HEALTH COUNSELOR,101YS0200X,COUNSELOR - SCHOOL,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""823""",CERTIFIED BEHAVIOR ANALYST - LEAD,103K00000X,BEHAVIORAL ANALYST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""824""",CERTIFIED ASSISTANT BEHAVIOR ANALYST,106E00000X,ASSISTANT BEHAVIOR ANALYST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""825""",OCCUPATIONAL THERAPIST,225X00000X,OCCUPATIONAL THERAPIST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""826""",PHYSICAL THERAPIST,225100000X,PHYSICAL THERAPIST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""827""",SPEECH LANGUAGE PATHOLOGIST,235Z00000X,SPEECH-LANGUAGE PATHOLOGIST,source
"=""84""",SCHOOL HEALTH PROVIDER,"=""828""",REGISTERED NURSES,163WS0200X,REGISTERED NURSE - SCHOOL,source
"=""89""",DIALYSIS CENTER,"=""989""",DIALYSIS CENTER,261QE0700X,CLINIC/CENTER - END-STAGE RENAL DISEASE (ESRD) TREATMENT,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""069""",MEDICAL OXYGEN RETAILER,332BX2000X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES - OXYGEN EQUIPMENT & SUPPLIES,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,1744P3200X,SPECIALIST - PROSTHETICS CASE MANAGEMENT,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,222Z00000X,ORTHOTIST,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,224900000X,MASTECTOMY FITTER,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,224L00000X,PEDORTHIST,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,224P00000X,PROSTHETIST,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,225000000X,ORTHOTIC FITTER,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,332B00000X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,332BC3200X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES - CUSTOMIZED EQUIPMENT,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,332BD1200X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES - DIALYSIS EQUIPMENT & SUPPLIES,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,332BN1400X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES - NURSING FACILITY SUPPLIES,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,332BP3500X,DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES - PARENTERAL & ENTERAL NUTRITION,source
"=""90""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,"=""990""",DURABLE MED EQUIPT/ MEDICAL SUPPLIES,335E00000X,PROSTHETIC/ORTHOTIC SUPPLIER,source
"=""91""",CASE MANAGEMENT AGENCY,"=""174""",MENTAL HEALTH TCM,251B00000X,CASE MANAGEMENT,source
"=""91""",CASE MANAGEMENT AGENCY,"=""175""",TCM FOR CHILDREN AT RISK OF ABUSE AND NEGLECT,251B00000X,CASE MANAGEMENT,source
"=""91""",CASE MANAGEMENT AGENCY,"=""176""",DOH/CMS TCM,251B00000X,CASE MANAGEMENT,source
"=""91""",CASE MANAGEMENT AGENCY,"=""177""",CMS/MFC TCM,251B00000X,CASE MANAGEMENT,source
"=""91""",CASE MANAGEMENT AGENCY,"=""178""",PROVIDER SERVICE NETWORK,251B00000X,CASE MANAGEMENT,source
"=""91""",CASE MANAGEMENT AGENCY,"=""691""",SMMC-FFS LTC,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""91""",CASE MANAGEMENT AGENCY,"=""692""",SMMC-FFS MMA,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""91""",CASE MANAGEMENT AGENCY,"=""693""",SMMC-FFS MMA SPECIALTY,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""91""",CASE MANAGEMENT AGENCY,"=""694""",SMMC-FFS MMA CHILD WELFARE,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""91""",CASE MANAGEMENT AGENCY,"=""991""",CASE MANAGEMENT AGENCY,251B00000X,CASE MANAGEMENT,source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""800""",MANAGED CARE TREATING PROVIDER - ACUPUNCTURIST,171100000X,A CUPUNCTURIST,source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""801""",MANAGED CARE TREATING PROVIDER - NUTRITIONIST,133N00000X,NUTRITIONIST,source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""801""",MANAGED CARE TREATING PROVIDER - NUTRITIONIST,133VN1006X,"NUTRITION, METABOLIC",source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""802""",MANAGED CARE TREATING PROVIDER - INDPDT DIAGNOST,261QM1200X,CLINIC/CENTER - MAGNETIC RESONANCE IMAGING (MRI),source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""973""",SMMC TYPICAL SITE VISIT,261QM1200X,CLINIC/CENTER - MAGNETIC RESONANCE IMAGING (MRI),source
"=""97""",MANAGED CARE TREATING PROVIDER - NON-MEDICAID,"=""974""",SMMC TYPICAL NO SITE VISIT,132700000X,DIETARY MANAGER,source
